"","Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces"
"1879","Sweet Action (2011)",424,0.052,34,47,"Cream Ale",16
"1880","Righteous Ale (2011)",423,0.063,57,47,"Rye Beer",16
"1881","Bengali Tiger (2011)",422,0.064,62,47,"American IPA",16
"1882","Rudie Session IPA",1942,0.045,NA,265,"American IPA",12
"1883","Taster's Choice",1708,0.074,NA,265,"Doppelbock",12
"1884","Modus Hoperandi",1521,0.068,65,265,"American IPA",12
"1885","Estival Cream Stout",1297,0.058,15,265,"American Stout",12
"1886","Vernal Minthe Stout",1192,0.058,NA,265,"American Stout",12
"1887","Hibernal Vinifera Stout",1013,0.08,NA,265,"Foreign / Export Stout",12
"1888","Autumnal Molé Stout",774,NA,NA,265,"American Stout",12
"1889","Mexican Logger",386,0.042,18,265,"American Pale Lager",12
"1890","True Blonde Ale",70,0.053,NA,265,"American Blonde Ale",12
"1891","Euphoria Pale Ale",69,0.061,NA,265,"American Pale Ale (APA)",12
"1892","ESB Special Ale",68,0.057,58,265,"Extra Special / Strong Bitter (ESB)",12
"1893","Modus Hoperandi",67,0.068,65,265,"American IPA",12
"1894","Iron Butt Red Ale",1792,0.058,39,314,"American Amber / Red Ale",12
"1895","Initial Point India Pale Ale",1609,0.071,92,314,"American IPA",12
"1896","Monkey Dancing On A Razor Blade",2537,0.085,NA,65,"Belgian IPA",24
"1897","Tripel Deke",2536,0.082,NA,65,"Tripel",24
"1898","Urban Wilderness Pale Ale",30,0.049,NA,558,"English Pale Ale",12
"1899","Homefront IPA",2305,0.06,70,164,"American IPA",12
"1900","Sly Fox Christmas Ale 2013",1588,0.055,16,372,"Winter Warmer",12
"1901","Grisette",1363,0.056,25,372,"Grisette",12
"1902","360° India Pale Ale",1211,0.062,NA,372,"American IPA",12
"1903","Helles Golden Lager",1123,0.049,18,372,"Munich Helles Lager",12
"1904","Sly Fox Christmas Ale 2012 (2012)",926,0.055,16,372,"Winter Warmer",12
"1905","Odyssey Imperial IPA",894,0.084,90,372,"American Double / Imperial IPA",12
"1906","Oktoberfest Lager",166,0.058,25,372,"Märzen / Oktoberfest",12
"1907","113 IPA",24,0.07,113,372,"American IPA",12
"1908","Dunkel Lager",23,0.053,21,372,"Munich Dunkel Lager",12
"1909","Royal Weisse Ale",22,0.056,11,372,"Hefeweizen",12
"1910","Pikeland Pils",21,0.049,44,372,"German Pilsener",12
"1911","Phoenix Pale Ale",20,0.051,40,372,"American Pale Ale (APA)",12
"1912","Rule G IPA",2407,0.07,88,116,"American IPA",12
"1913","Murphy's Law",2406,0.058,35,116,"American Amber / Red Ale",12
"1914","Alter Ego ",2405,0.062,33,116,"Saison / Farmhouse Ale",12
"1915","Monarch Pilsner",2234,0.05,NA,192,"American Pilsner",12
"1916","Snow King Pale Ale",1606,0.06,55,192,"American Pale Ale (APA)",12
"1917","Zonker Stout",617,0.054,36,192,"Foreign / Export Stout",12
"1918","OB-1 Organic Ale",407,0.05,22,192,"English Brown Ale",12
"1919","Snake River Lager",406,0.05,18,192,"Vienna Lager",12
"1920","Snake River Pale Ale",402,0.052,32,192,"American Pale Ale (APA)",12
"1921","Pako’s EyePA",393,0.068,60,192,"American IPA",12
"1922","Thanksgiving Ale",1798,0.05,NA,310,"Kölsch",12
"1923","Double Dagger Imperial IPA",1655,0.092,NA,310,"American Double / Imperial IPA",12
"1924","Dagger Falls IPA",1596,0.063,100,310,"American IPA",12
"1925","Dagger Falls IPA",1595,0.063,100,310,"American IPA",12
"1926","Socktoberfest",1482,0.06,NA,310,"Märzen / Oktoberfest",16
"1927","Hopnoxious Imperial IPA",1447,0.079,NA,310,"American Double / Imperial IPA",12
"1928","Barrel Aged Seven Devils Imperial Stout",1425,0.099,NA,310,"American Double / Imperial Stout",12
"1929","Boise Co-Op Two Score Ale",1424,0.055,NA,310,"Saison / Farmhouse Ale",16
"1930","Sockeye Belgian Style Summer Ale",1298,0.05,NA,310,"Witbier",16
"1931","Sockeye Maibock",1181,0.064,NA,310,"Maibock / Helles Bock",12
"1932","Old Devil's Tooth",1160,0.099,100,310,"American Barleywine",12
"1933","Galena Golden",1152,0.043,NA,310,"American Blonde Ale",12
"1934","Hell-Diver Pale Ale",1151,0.052,32,310,"American Pale Ale (APA)",12
"1935","Woolybugger Wheat",1150,0.046,12,310,"American Pale Wheat Ale",12
"1936","Power House Porter",1076,0.057,NA,310,"American Porter",12
"1937","Winterfest",995,0.084,90,310,"American Strong Ale",16
"1938","Dagger Falls IPA",879,0.063,100,310,"American IPA",12
"1939","LuckenBock",1972,0.07,18,258,"Bock",16
"1940","Texas Pale Ale (TPA)",1971,0.055,40,258,"American IPA",16
"1941","6 String Saison",1970,0.08,NA,258,"Saison / Farmhouse Ale",16
"1942","Kol' Beer",1969,0.05,22,258,"Kölsch",16
"1943","Montauk Light",2024,0.035,NA,250,"Light Lager",12
"1944","Na Zdraví Pilsner",1283,0.048,32,437,"Czech Pilsener",16
"1945","Nice Rack IPA",1282,0.055,65,437,"American IPA",16
"1946","2014 IPA Cicada Series",2362,0.075,72,134,"American IPA",16
"1947","Sinister Minister Black IPA",2346,0.077,65,134,"American IPA",16
"1948","Jack the Sipper",2320,0.053,45,134,"Extra Special / Strong Bitter (ESB)",12
"1949","Devil's Harvest Extra Pale Ale",2297,0.058,60,134,"American Pale Ale (APA)",12
"1950","Suzy B Dirty Blonde Ale",2296,0.05,20,134,"American Blonde Ale",12
"1951","Mississippi Fire Ant",1745,0.08,80,134,"American Amber / Red Ale",16
"1952","Hipster Breakfast",1120,0.058,40,134,"Oatmeal Stout",16
"1953","Suzy B Dirty Blonde Ale",1118,0.05,20,134,"American Blonde Ale",16
"1954","Devil's Harvest Extra Pale Ale",1117,0.058,60,134,"American Pale Ale (APA)",16
"1955","Pine Belt Pale Ale",2387,0.065,45,119,"American Pale Ale (APA)",12
"1956","Walloon",2267,0.055,NA,119,"Saison / Farmhouse Ale",12
"1957","Le Mort Vivant",1740,0.069,23,119,"Bière de Garde",12
"1958","Red Cockaded Ale",1728,0.085,110,119,"American Double / Imperial IPA",12
"1959","Valkyrie Double IPA",1497,0.092,100,119,"American Double / Imperial IPA",12
"1960","Red Cockaded Ale (2013)",1011,0.085,110,119,"American Double / Imperial IPA",12
"1961","Old Potentate",1010,0.072,40,119,"Old Ale",12
"1962","Bombshell Blonde",856,0.05,20,119,"American Blonde Ale",16
"1963","PRO-AM (2012) (2012)",853,0.099,100,119,"American Double / Imperial IPA",12
"1964","Walloon (2014)",691,0.055,NA,119,"Saison / Farmhouse Ale",12
"1965","Le Mort Vivant (2011)",555,0.069,23,119,"Bière de Garde",12
"1966","Buried Hatchet Stout",46,0.083,50,119,"Foreign / Export Stout",12
"1967","Pine Belt Pale Ale",45,0.065,45,119,"American Pale Ale (APA)",16
"1968","Bombshell Blonde",44,0.05,20,119,"American Blonde Ale",12
"1969","Baby Daddy Session IPA",2486,0.047,35,79,"American IPA",12
"1970","Hopluia (2004)",763,NA,NA,509,"English India Pale Ale (IPA)",16
"1971","Ball & Chain (2014)",2271,0.058,NA,176,"American Pale Ale (APA)",16
"1972","Bitter Biker Double IPA",2206,0.096,NA,176,"American Double / Imperial IPA",16
"1973","God Damn Pigeon Porter",2136,0.082,NA,176,"American Porter",16
"1974","Working for the Weekend",2135,0.079,NA,176,"American Double / Imperial IPA",16
"1975","Angry Adam",2134,0.06,NA,176,"American Amber / Red Ale",16
"1976","Freedom Fries",2109,0.055,NA,176,"American Stout",16
"1977","Bitter Biker Double IPA",1821,0.096,NA,176,"American Double / Imperial IPA",12
"1978","Ghost Bike Pale Ale",1820,0.073,NA,176,"American Pale Ale (APA)",16
"1979","Spiteful IPA",1819,0.062,NA,176,"American IPA",12
"1980","Alley Time",1634,0.06,NA,176,"American Pale Ale (APA)",12
"1981","Fat Badger",1633,0.058,NA,176,"Irish Red Ale",12
"1982","In the Weeds",1632,0.055,NA,176,"American Pale Wheat Ale",12
"1983","Special Amber",855,0.05,22,499,"Vienna Lager",12
"1984","Special Amber",445,0.05,22,499,"Vienna Lager",12
"1985","Seven Gates Pale Ale",1587,0.056,NA,373,"American Pale Ale (APA)",12
"1986","Gunga Din",2242,0.052,NA,187,"Cider",16
"1987","Starr Pils",1544,0.042,20,384,"German Pilsener",12
"1988","Northern Lights India Pale Ale",1205,0.065,52,384,"American IPA",16
"1989","Festie",369,0.048,12,384,"Märzen / Oktoberfest",12
"1990","Northern Lights India Pale Ale",368,0.065,52,384,"American IPA",12
"1991","Third Eye Enlightened Pale Ale",2386,0.065,65,120,"American Pale Ale (APA)",12
"1992","Colorado Kölsch",92,0.049,17,120,"Kölsch",12
"1993","Steam Engine Lager",91,0.057,25,120,"American Amber / Red Lager",12
"1994","Third Eye Pale Ale",90,0.065,65,120,"American IPA",12
"1995","Point Special (Current)",2366,0.047,9,132,"American Adjunct Lager",12
"1996","Point Special",2365,0.047,9,132,"American Adjunct Lager",12
"1997","Point Cascade Pale Ale (2013)",2270,0.054,33,132,"American Pale Ale (APA)",12
"1998","Point Special",2228,0.047,9,132,"American Adjunct Lager",12
"1999","Onyx Black Ale",2151,0.052,9,132,"American Black Ale",12
"2000","Beyond The Pale IPA",2150,0.063,64,132,"American IPA",12
"2001","Point Special (2013)",2122,0.047,9,132,"American Adjunct Lager",12
"2002","Point Special (2012)",2121,0.047,9,132,"American Adjunct Lager",12
"2003","Point Special Lager",2115,0.047,9,132,"American Adjunct Lager",16
"2004","St. Benedict's Winter Ale",1450,0.062,NA,132,"Winter Warmer",12
"2005","Point Oktoberfest",1357,0.057,15,132,"Märzen / Oktoberfest",16
"2006","Point Nude Beach Summer Wheat",1225,0.052,7,132,"American Pale Wheat Ale",16
"2007","Point Nude Beach Summer Wheat",816,0.05,7,132,"American Pale Wheat Ale",12
"2008","Point Nude Beach Summer Wheat (2011)",772,0.05,7,132,"American Pale Wheat Ale",12
"2009","Drop Dead Blonde",684,0.035,NA,132,"American Blonde Ale",12
"2010","Three Kings Ale",650,0.049,13,132,"Kölsch",12
"2011","Point Oktoberfest",456,0.057,15,132,"Märzen / Oktoberfest",12
"2012","2012 Black Ale",357,0.054,32,132,"American Brown Ale",12
"2013","Point Nude Beach Summer Wheat (2010)",141,0.05,7,132,"American Pale Wheat Ale",12
"2014","Point Cascade Pale Ale",140,0.054,33,132,"American Pale Ale (APA)",12
"2015","Point Amber Classic",139,0.047,14,132,"American Amber / Red Lager",12
"2016","Point Special Lager",138,0.047,9,132,"American Adjunct Lager",12
"2017","Wisco Disco",953,0.051,31,487,"American Amber / Red Ale",16
"2018","Brontide",1983,0.05,NA,256,"American Black Ale",12
"2019","Brontide",1631,0.05,NA,256,"American Black Ale",12
"2020","Classique",1344,0.045,NA,256,"Saison / Farmhouse Ale",12
"2021","Sunsplash Golden Ale (2004)",922,0.045,NA,493,"American Blonde Ale",12
"2022","Sand Island Lighthouse",1410,0.051,25,413,"Kölsch",12
"2023","Lily Flagg Milk Stout",925,0.05,30,413,"Milk / Sweet Stout",12
"2024","Monkeynaut IPA",637,0.072,70,413,"American IPA",12
"2025","Straub Beer (Current)",2369,0.05,NA,130,"American Adjunct Lager",12
"2026","American Lager",2233,0.041,8,130,"American Adjunct Lager",12
"2027","American Amber",2232,0.041,8,130,"American Amber / Red Lager",12
"2028","American Light",2231,0.032,13,130,"Light Lager",12
"2029","Extra Pale Ale",2352,0.053,49,139,"American Pale Ale (APA)",12
"2030","Make It So",2549,0.053,40,59,"Extra Special / Strong Bitter (ESB)",12
"2031","Hopvale Organic Ale",2473,0.047,55,59,"American Pale Ale (APA)",16
"2032","Unchained #18 Hop Silo",2415,0.083,100,59,"American Double / Imperial IPA",16
"2033","Tip Off",2605,0.052,29,26,"Altbier",16
"2034","Java Mac",2215,0.054,NA,26,"Scottish Ale",16
"2035","Cowbell",2164,0.054,23,26,"American Porter",16
"2036","Hop Up Offa That Brett (2014)",2085,0.058,20,26,"Belgian Pale Ale",16
"2037","PV Muckle (2013)",2084,0.083,23,26,"Scotch Ale / Wee Heavy",16
"2038","Bourbon Barrel Batch 666: Sympathy for the Devil",2083,0.099,36,26,"Belgian Dark Ale",16
"2039","Whip Fight",2082,0.09,30,26,"Scotch Ale / Wee Heavy",16
"2040","Port Barrel Wee Mac ",2081,0.053,23,26,"Scotch Ale / Wee Heavy",16
"2041","Fistful Of Hops Red",2001,0.064,75,26,"American IPA",16
"2042","Fistful of Hops Orange",2000,0.063,75,26,"American IPA",16
"2043","Fistful Of Hops Blue",1999,0.064,75,26,"American IPA",16
"2044","Fistful of Hops Green",1996,0.064,75,26,"American IPA",16
"2045","30 Min Coma",1948,NA,NA,26,"Belgian IPA",16
"2046","Wee Muckle",1656,0.09,30,26,"Scotch Ale / Wee Heavy",16
"2047","Royal Brat",1599,0.065,55,26,"Extra Special / Strong Bitter (ESB)",16
"2048","Grapefruit Jungle (GFJ)",1420,0.075,77,26,"American IPA",16
"2049","Osiris Pale Ale",1389,0.056,50,26,"American Pale Ale (APA)",16
"2050","Bourbon Barrel Aged Timmie",1367,0.099,75,26,"Russian Imperial Stout",16
"2051","Stupid Sexy Flanders",1366,0.063,23,26,"Flanders Oud Bruin",16
"2052","Bourbon Barrel Cowbell",1347,NA,NA,26,"American Porter",16
"2053","Popcorn Pilsner",1314,0.054,NA,26,"German Pilsener",16
"2054","Ring of Dingle",1128,0.071,27,26,"Irish Dry Stout",16
"2055","Bourbon Barrel Wee Mac",1127,0.054,23,26,"Scottish Ale",16
"2056","Bourbon Barrel Johan",1049,0.099,60,26,"English Barleywine",16
"2057","The Deuce",934,0.07,NA,26,"American Brown Ale",16
"2058","The Velvet Fog",923,0.09,24,26,"Quadrupel (Quad)",16
"2059","Sun King Oktoberfest",874,0.055,23,26,"Märzen / Oktoberfest",16
"2060","Indianapolis Indians Lager",739,0.052,24,26,"Dortmunder / Export Lager",16
"2061","Indians Victory Lager (2012)",698,0.052,24,26,"Dortmunder / Export Lager",16
"2062","Chaka",660,0.08,NA,26,"Belgian Strong Pale Ale",16
"2063","Isis",651,0.091,91,26,"American Double / Imperial IPA",16
"2064","Wee Muckle (2011)",584,0.09,30,26,"Scotch Ale / Wee Heavy",16
"2065","Grapefruit Jungle (GFJ) (2011)",532,0.075,77,26,"American IPA",16
"2066","Sun King Oktoberfest (2011)",526,0.055,23,26,"Märzen / Oktoberfest",16
"2067","Johan the Barleywine",394,0.099,60,26,"English Barleywine",16
"2068","Wee Mac Scottish-Style Ale",213,0.054,23,26,"Scottish Ale",16
"2069","Sunlight Cream Ale",55,0.053,20,26,"Cream Ale",16
"2070","Osiris Pale Ale (2010)",54,0.056,50,26,"American Pale Ale (APA)",16
"2071","Dam Lager",1207,0.045,NA,456,"American Amber / Red Lager",12
"2072","Red Clay IPA",1206,0.07,NA,456,"American IPA",12
"2073","Todd the Axe Man",2543,0.072,NA,62,"American IPA",16
"2074","Doomtree",2409,0.057,NA,62,"Extra Special / Strong Bitter (ESB)",16
"2075","BLAKKR",1739,0.099,85,62,"American Black Ale",16
"2076","Overrated! West Coast Style IPA",1112,0.073,69,62,"American IPA",16
"2077","WET",329,0.075,90,62,"American IPA",16
"2078","Bitter Brewer",19,0.04,37,62,"English Bitter",16
"2079","SurlyFest",18,0.055,34,62,"Rye Beer",16
"2080","Coffee Bender",17,0.051,45,62,"American Brown Ale",16
"2081","Bender",16,0.051,45,62,"American Brown Ale",16
"2082","Abrasive Ale",15,0.097,120,62,"American Double / Imperial IPA",16
"2083","Hell",14,0.051,20,62,"Keller Bier / Zwickel Bier",16
"2084","CynicAle",13,0.067,33,62,"Saison / Farmhouse Ale",16
"2085","Furious",12,0.062,99,62,"American IPA",16
"2086","Big Nose",1242,0.073,50,448,"American IPA",12
"2087","Cotton Mouth",1241,0.05,10,448,"Witbier",12
"2088","Stump Knocker Pale Ale",1240,0.056,35,448,"American Pale Ale (APA)",12
"2089","Midnight Oil",1239,0.05,38,448,"Oatmeal Stout",12
"2090","Wild Night",1238,0.059,18,448,"Cream Ale",12
"2091","Bermuda Triangle Ginger Beer",1554,0.045,NA,382,"Herbed / Spiced Beer",12
"2092","Take Two Pils",2568,0.055,35,50,"German Pilsener",12
"2093","Waterkeeper",2551,0.057,NA,50,"Hefeweizen",12
"2094","SweetWater IPA",1710,0.064,NA,50,"American IPA",12
"2095","420 Extra Pale Ale",1709,0.054,NA,50,"American Pale Ale (APA)",12
"2096","Dodgy Knight Imperial IPA",1229,0.08,95,450,"American Double / Imperial IPA",12
"2097","TailGate Saison",1164,0.05,NA,450,"Saison / Farmhouse Ale",12
"2098","TailGate IPA",663,0.05,44,450,"American IPA",24
"2099","TailGate IPA",662,0.05,44,450,"American IPA",12
"2100","TailGate Hefeweizen",623,0.049,28,450,"Hefeweizen",24
"2101","Blacktop Blonde",622,0.05,19,450,"American Blonde Ale",24
"2102","Blacktop Blonde",362,0.05,19,450,"American Blonde Ale",12
"2103","TailGate Hefeweizen",361,0.049,28,450,"Hefeweizen",12
"2104","Wooden Rooster",2575,0.085,34,46,"Tripel",16.9
"2105","Ginger Peach Saison",2555,0.048,20,46,"Saison / Farmhouse Ale",16
"2106","Zombie Monkie",1736,0.062,35,46,"American Porter",16
"2107","Wild Plum Farmhouse Ale",1196,0.056,20,46,"Saison / Farmhouse Ale",16
"2108","Vanilla Bean Buffalo Sweat",1063,0.05,20,46,"Oatmeal Stout",16
"2109","Ethos IPA",1017,0.068,110,46,"American IPA",16
"2110","Tallgrass Pub Ale",1009,0.044,12,46,"American Brown Ale",16
"2111","Oasis",912,0.072,93,46,"Extra Special / Strong Bitter (ESB)",16
"2112","Buffalo Sweat",765,0.05,20,46,"Milk / Sweet Stout",16
"2113","Halcyon Unfiltered Wheat",676,0.05,20,46,"American Pale Wheat Ale",16
"2114","8-Bit Pale Ale",595,0.052,NA,46,"American Pale Ale (APA)",16
"2115","Velvet Rooster",537,0.085,NA,46,"Tripel",16
"2116","Halcyon Unfiltered Wheat",412,0.05,20,46,"American Pale Wheat Ale",12
"2117","Köld Lager (2010)",105,0.05,16,46,"German Pilsener",16
"2118","Oasis (2010)",104,0.072,93,46,"American Double / Imperial IPA",16
"2119","Tallgrass Ale",103,0.044,22,46,"American Brown Ale",16
"2120","Buffalo Sweat (2010)",102,0.05,20,46,"Milk / Sweet Stout",16
"2121","Tallgrass IPA",101,0.063,60,46,"American IPA",16
"2122","Hat Trick Hop IPA",1433,0.068,NA,410,"American IPA",16
"2123","Yard Sale Amber Ale",1432,0.056,NA,410,"American Amber / Red Ale",16
"2124","Loafin Bräu",936,0.055,NA,491,"Altbier",16
"2125","Old Elephant Foot IPA",544,0.07,80,491,"American IPA",16
"2126","Peck's Porter",2640,0.065,35,8,"American Porter",16
"2127","Reactor",2448,0.07,NA,8,"American IPA",16
"2128","Mr. Orange",2447,0.057,NA,8,"Witbier",16
"2129","Deduction",2601,0.08,22,29,"Dubbel",12
"2130","Face Down Brown Ale",973,0.057,NA,481,"American Brown Ale",12
"2131","Tempter IPA",827,0.064,NA,481,"American IPA",12
"2132","Bridal Veil Rye Pale Ale",589,0.055,NA,481,"American Pale Ale (APA)",12
"2133","Smittytown",2155,0.048,NA,211,"Extra Special / Strong Bitter (ESB)",12
"2134","Greenwood Beach",1982,0.04,NA,211,"Fruit / Vegetable Beer",12
"2135","Gatecrasher",1939,0.066,NA,211,"English India Pale Ale (IPA)",12
"2136","RecreationAle",1082,0.047,42,470,"American Pale Ale (APA)",12
"2137","First Stand",2119,0.055,35,216,"Saison / Farmhouse Ale",12
"2138","Battle LIne",2118,0.063,23,216,"American Brown Ale",12
"2139","Broken Bridge",2117,0.056,12,216,"Dunkelweizen",12
"2140","Brutus",2116,0.071,69,216,"English India Pale Ale (IPA)",12
"2141","Petit Mutant",1916,0.06,NA,273,"American Wild Ale",16
"2142","The Crusher",1915,0.096,NA,273,"American Double / Imperial IPA",16
"2143","Beelzebub",1914,0.08,NA,273,"American Double / Imperial Stout",16
"2144","Focal Banger",1810,0.07,NA,273,"American IPA",16
"2145","Heady Topper",1111,0.08,120,273,"American Double / Imperial IPA",16
"2146","Heady Topper",379,0.08,120,273,"American Double / Imperial IPA",16
"2147","Bomber Mountain Amber Ale (2013)",1200,0.046,20,458,"American Amber / Red Ale",12
"2148","Indian Paintbrush IPA",1199,0.07,75,458,"American IPA",12
"2149","Saddle Bronc Brown Ale (2013)",1198,0.048,16,458,"English Brown Ale",12
"2150","Wagon Box Wheat Beer",1197,0.059,15,458,"American Pale Wheat Ale",12
"2151","Birdhouse Pale Ale",1945,0.05,NA,263,"Belgian Pale Ale",12
"2152","Ozzy",1079,0.073,NA,263,"Belgian Pale Ale",12
"2153","Resurrection",94,0.07,NA,263,"Dubbel",12
"2154","Bronx Summer Pale Ale",1748,0.052,16,330,"American Pale Ale (APA)",16
"2155","Bronx Black Pale Ale",1747,0.057,46,330,"American Black Ale",16
"2156","Bronx Pale Ale",1037,0.063,50,330,"American Pale Ale (APA)",16
"2157","Surfrider",2594,0.052,35,34,"American Pale Ale (APA)",16
"2158","Kolschtal Eddy",2035,0.055,NA,34,"Kölsch",16
"2159","South Bay Session IPA",2034,0.05,NA,34,"American IPA",16
"2160","Grandma's Pecan",1562,0.069,34,34,"English Brown Ale",16
"2161","Double Trunk",1561,0.099,101,34,"American Double / Imperial IPA",16
"2162","Just IPA",1749,0.046,45,329,"American IPA",12
"2163","Lionshead",2455,0.045,NA,91,"American Pilsner",12
"2164","Manhattan Gold Lager (1990)",963,NA,NA,485,"American Amber / Red Lager",12
"2165","G. B. Russo’s Italian Pistachio Pale Ale",2638,0.052,NA,10,"American Pale Ale (APA)",16
"2166","Northern Hawk Owl Amber",1278,0.058,NA,439,"American Amber / Red Ale",12
"2167","CEO Stout",1277,0.059,NA,439,"American Stout",16
"2168","Will Power Pale Ale",1276,0.047,NA,439,"American Pale Ale (APA)",16
"2169","Curious Traveler Shandy",1732,0.044,NA,335,"Shandy",12
"2170","Hunny Do Wheat",2347,0.048,18,143,"American Pale Wheat Ale",12
"2171","Three Way Pale Ale",1781,0.052,NA,143,"American Pale Ale (APA)",12
"2172","Rise to the Top",1780,0.041,NA,143,"Cream Ale",12
"2173","Lost Trout Brown Ale",1779,0.049,NA,143,"American Brown Ale",12
"2174","Watermelon Ale",2421,0.051,11,109,"Fruit / Vegetable Beer",12
"2175","Knotty Blonde Ale",2319,0.04,18,154,"American Blonde Ale",12
"2176","Fivepine Chocolate Porter",2317,0.062,40,154,"American Porter",12
"2177","Hoodoo Voodoo IPA",2316,0.062,82,154,"American IPA",12
"2178","Hydraulion Red",1913,0.053,22,274,"Irish Red Ale",12
"2179","40 Mile IPA",1912,0.06,50,274,"American IPA",12
"2180","Citra Faced",2617,0.055,64,22,"American Pale Wheat Ale",16
"2181","Pole Barn Stout",2616,0.055,31,22,"Oatmeal Stout",16
"2182","Pale",2615,0.054,37,22,"American Pale Ale (APA)",16
"2183","Yoshi's Nectar",2614,0.053,27,22,"California Common / Steam Beer",16
"2184","Leatherhead Red",1889,0.052,NA,283,"American Amber / Red Ale",12
"2185","Cropduster Mid-American IPA",1222,0.065,NA,283,"American IPA",12
"2186","Golden Frau Honey Wheat",122,0.075,NA,283,"Braggot",12
"2187","Cornstalker Dark Wheat",121,NA,NA,283,"American Dark Wheat Ale",12
"2188","Cafe Leche",2623,0.058,20,18,"American Porter",16
"2189","Damascene Apricot Sour",2622,0.052,12,18,"Fruit / Vegetable Beer",16
"2190","Csar",2621,0.12,90,18,"Russian Imperial Stout",16
"2191","Klingon Warnog Roggen Dunkel",1817,0.055,NA,18,"Roggenbier",16
"2192","Overlord Imperial IPA",1449,0.085,115,18,"American Double / Imperial IPA",16
"2193","Alloy",951,0.058,36,18,"American IPA",16
"2194","Rivet Irish Red Ale",950,0.051,22,18,"Irish Red Ale",16
"2195","3 Gear Robust Porter",949,0.052,50,18,"American Porter",16
"2196","Circuit Bohemian Pilsner",948,0.045,35,18,"Czech Pilsener",16
"2197","Turnrow Harvest Ale",2321,0.055,NA,153,"American Blonde Ale",12
"2198","Juke Joint IPA",1755,0.07,60,153,"American IPA",12
"2199","Parade Ground Coffee Porter",1754,0.07,35,153,"American Porter",12
"2200","Tin Roof Watermelon Wheat",1428,0.05,21,153,"Fruit / Vegetable Beer",12
"2201","Tin Roof Blonde Ale",529,0.045,18,153,"American Blonde Ale",12
"2202","Voodoo Bengal Pale Ale",495,0.055,37,153,"American Pale Ale (APA)",12
"2203","Perfect Tin Amber",494,0.045,28,153,"American Amber / Red Ale",12
"2204","IPA & a Half",1856,0.073,87,292,"American IPA",12
"2205","Ornery Amber Lager (2003)",736,0.055,33,292,"Vienna Lager",12
"2206","Big Island Shandy",1027,0.05,NA,475,"Shandy",16
"2207","Preservation IPA",1026,0.068,NA,475,"American IPA",16
"2208","Almanac IPA",1938,0.062,72,266,"American IPA",12
"2209","Milk Mustachio Stout",1937,0.065,NA,266,"Milk / Sweet Stout",12
"2210","Farmer's Tan Red Ale",1936,0.06,30,266,"American Amber / Red Ale",12
"2211","Triangle India Pale Ale",594,0.057,NA,525,"American IPA",12
"2212","Triangle White Ale",114,0.05,NA,525,"Witbier",12
"2213","Triangle Belgian Golden Ale",113,0.08,NA,525,"Belgian Strong Pale Ale",12
"2214","Troegenator",2445,0.082,NA,98,"Doppelbock",16
"2215","Nugget Nectar",2444,0.075,93,98,"American Amber / Red Ale",16
"2216","Sunshine Pils",2203,0.045,45,98,"American Pilsner",12
"2217","Troegenator Doublebock",1510,0.082,25,98,"Doppelbock",16
"2218","Perpetual IPA",1509,0.075,85,98,"American IPA",12
"2219","Greenville Pale Ale",433,0.055,52,540,"American Pale Ale (APA)",12
"2220","Hoppy Boy",641,0.062,65,521,"American IPA",16
"2221","Cow Creek",2588,0.054,26,39,"American Amber / Red Lager",12
"2222","Chupahopra",2458,0.075,63,39,"American IPA",12
"2223","Twisted X",2212,0.051,19,39,"American Adjunct Lager",12
"2224","Day Hike Session",2235,0.041,41,191,"American IPA",12
"2225","Trailhead ISA",1661,0.048,48,191,"American IPA",12
"2226","Immersion Amber",1660,0.052,27,191,"American Amber / Red Ale",12
"2227","Evo IPA",1659,0.062,70,191,"American IPA",12
"2228","Presidential Pils",1438,0.048,NA,191,"Czech Pilsener",12
"2229","Evolutionary IPA (2012)",1173,0.062,70,191,"American IPA",12
"2230","Persnickety Pale",560,0.057,36,191,"American Pale Ale (APA)",12
"2231","SoDo Brown Ale",519,0.054,20,191,"American Brown Ale",12
"2232","Immersion Amber Ale (2011)",518,0.052,27,191,"American Amber / Red Ale",12
"2233","Evolutionary IPA (2011)",505,0.062,70,191,"American IPA",12
"2234","Trailhead India Style Session Ale (2011)",482,0.048,48,191,"American IPA",12
"2235","Panorama Wheat Ale",451,0.046,NA,191,"American Pale Wheat Ale",12
"2236","Wobble",2497,0.063,69,75,"American IPA",16
"2237","Night Cat",2246,0.058,43,75,"American Dark Wheat Ale",12
"2238","Night Cat (2014)",1630,0.058,43,75,"American Dark Wheat Ale",12
"2239","Dog Days Lager",1284,0.051,17,75,"Dortmunder / Export Lager",12
"2240","Sidekick Extra Pale Ale",1121,0.051,36,75,"American Pale Ale (APA)",12
"2241","Atom Smasher",1042,0.077,23,75,"Märzen / Oktoberfest",12
"2242","Testudo",1041,0.045,NA,75,"Bière de Garde",12
"2243","Hobnob B & B Pale Ale",1040,0.065,NA,75,"American Pale Ale (APA)",12
"2244","Cane and Ebel",861,0.07,68,75,"American Strong Ale",12
"2245","Outlaw IPA (2015)",642,0.065,NA,75,"American IPA",12
"2246","The Gilded Age",2037,0.045,NA,244,"Munich Helles Lager",12
"2247","No Limits Hefeweizen",1285,0.05,NA,436,"Hefeweizen",16
"2248","Honeyspot Road White IPA",1189,0.06,NA,436,"American White IPA",12
